Transaction ID,Date,Type,Category,Subcategory,Amount,Payment Mode,Account,Recurring,Necessity,Merchant,Budget Limit,Description,Tags
TXN100501,2024-11-05,Expense,Entertainment,Movies,7311.16,Cash,Primary Savings,No,Discretionary,Landlord,2500.0,Entertainment transaction #501,one-time
TXN100671,2025-09-18,Expense,Healthcare,Pharmacy,4250.06,Cash,Credit Card A/C,Yes,Essential,Netflix,3000.0,Healthcare transaction #671,one-time
TXN100598,2025-03-11,Expense,,,199.51,Cash,Cash Wallet,Yes,Discretionary,BESCOM,,Misc transaction #598,reimbursable
TXN100265,2025-04-28,Expense,Rent,Housing,6867.01,Net Banking,Cash Wallet,Yes,Essential,BESCOM,15000.0,Rent transaction #265,review
TXN101823,2025-09-28,Income,Gift,,51121.63,Bank Transfer,Salary Account,No,,Local Store,,Gift transaction #1823,review
TXN100456,2024-09-28,Expense,Groceries,Groceries,₹6498.04,UPI,Cash Wallet,Yes,Essential,,6000.0,Groceries transaction #456,one-time
TXN101787,2025-10-19,Expense,Healthcare,Doctor Visit,3340.66,Net Banking,Salary Account,No,Essential,Amazon,3000.0,Healthcare transaction #1787,
TXN101131,2025-05-03,Expense,Education,Courses,₹5089.55,Credit Card,Cash Wallet,Yes,Discretionary,Apollo Pharmacy,4000.0,Education transaction #1131,reimbursable
TXN100101,2024-01-03,Expense,Rent,Housing,₹6398.18,UPI,Primary Savings,Yes,Essential,Swiggy,15000.0,Rent transaction #101,
TXN101068,2025-04-10,Expense,Healthcare,Insurance Premium,6017.16,UPI,Primary Savings,No,Essential,Amazon,3000.0,Healthcare transaction #1068,review
TXN101279,2024-04-20,Expense,Healthcare,Doctor Visit,4872.01,Debit Card,Salary Account,Yes,Essential,Uber,3000.0,Healthcare transaction #1279,
TXN101124,2024-08-21,Income,Freelance,,60826.13,Bank Transfer,Salary Account,No,,Swiggy,,Freelance transaction #1124,review
TXN100364,2025-09-20,Expense,Transport,Fuel,2601.45,UPI,Cash Wallet,No,Discretionary,Landlord,4000.0,Transport transaction #364,reimbursable
TXN101424,2025-09-20,Expense,Education,Courses,7820.74,UPI,Salary Account,Yes,Discretionary,Uber,4000.0,Education transaction #1424,one-time
TXN102233,2024-04-17,Expense,food,Groceries,6198.19,UPI,Primary Savings,No,Discretionary,,,food transaction #2233,review
TXN101885,2025-07-27,Expense,,,3100.79,Debit Card,Primary Savings,Yes,Discretionary,Netflix,,Misc transaction #1885,reimbursable
TXN100095,2025-07-28,Expense,Groceries,Groceries,5101.46,Cash,Credit Card A/C,No,Essential,Zomato,6000.0,Groceries transaction #95,
TXN101867,2025-07-27,Expense,Shopping,Home Goods,6593.75,Debit Card,Primary Savings,No,Discretionary,,5000.0,Shopping transaction #1867,review
TXN100645,2025-04-27,Expense,Groceries,Groceries,85317.94,Cash,Credit Card A/C,No,Essential,Freelance Client,6000.0,Groceries transaction #645,reimbursable
TXN101322,2025-11-12,Expense,Education,Courses,6501.12,Debit Card,Salary Account,No,Discretionary,BESCOM,4000.0,Education transaction #1322,one-time
TXN101011,2025-03-01,Income,Bonus,,₹81309.72,Bank Transfer,Salary Account,No,,Swiggy,,Bonus transaction #1011,
TXN102171,,Expense,Education,Tuition,6786.31,UPI,Salary Account,Yes,Discretionary,Freelance Client,4000.0,Education transaction #2171,one-time
TXN101811,2024-03-17,Expense,Food,Dining Out,411.5,Credit Card,Credit Card A/C,Yes,Discretionary,Zomato,8000.0,Food transaction #1811,reimbursable
TXN101508,2024-08-29,Expense,Education,Courses,172.92,UPI,Cash Wallet,Yes,Discretionary,Zomato,4000.0,Education transaction #1508,
TXN101476,2025-09-28,Expense,Education,Books,₹7706.88,UPI,Salary Account,No,Discretionary,Landlord,4000.0,Education transaction #1476,one-time
TXN100765,2025-11-24,Expense,Healthcare,Doctor Visit,₹5729.58,,Salary Account,No,Essential,,3000.0,Healthcare transaction #765,reimbursable
TXN100236,2025-06-07,Expense,Groceries,Groceries,3413.16,Cash,Salary Account,Yes,Essential,Apollo Pharmacy,6000.0,Groceries transaction #236,one-time
TXN101310,2024-12-25,Income,Bonus,,80282.24,Bank Transfer,Salary Account,No,,Local Store,,Bonus transaction #1310,one-time
TXN102317,2025-09-12,Expense,Education,Tuition,3895.68,UPI,Cash Wallet,Yes,Discretionary,Zomato,4000.0,Education transaction #2317,one-time
TXN100940,2025-05-14,Income,Freelance,,76979.68,Bank Transfer,Salary Account,No,,Landlord,,Freelance transaction #940,
TXN102310,2025-03-21,Expense,Groceries,Groceries,7883.7,Cash,Credit Card A/C,Yes,Essential,Zomato,6000.0,Groceries transaction #2310,reimbursable
TXN102184,2024-12-05,Expense,Subscriptions,Memberships,1351.24,Credit Card,Salary Account,Yes,Discretionary,Swiggy,1500.0,Subscriptions transaction #2184,review
TXN101393,,Expense,food,Groceries,3142.76,,Credit Card A/C,Yes,Discretionary,Landlord,,food transaction #1393,one-time
TXN102130,2024-12-09,Expense,Rent,Housing,2336.93,,Primary Savings,Yes,Essential,Freelance Client,15000.0,Rent transaction #2130,review
TXN101494,2024-11-25,Income,Bonus,,74155.8,Bank Transfer,Salary Account,No,,Freelance Client,,Bonus transaction #1494,one-time
TXN102183,2025-12-21,Expense,Insurance,Health,₹4096.9,Net Banking,Salary Account,Yes,Essential,,2000.0,Insurance transaction #2183,
TXN101266,2025-01-25,Expense,Insurance,Life,160.9,,Salary Account,Yes,Essential,Swiggy,2000.0,Insurance transaction #1266,
TXN100068,2024-09-02,Expense,food,Groceries,81535.26,Net Banking,Cash Wallet,No,Discretionary,Amazon,,food transaction #68,review
TXN101453,2024-07-08,Income,Salary,,₹38746.75,Bank Transfer,Salary Account,Yes,,Employer,,Salary transaction #1453,one-time
TXN101076,2024-06-30,Expense,Utilities,Internet,784.68,Debit Card,Credit Card A/C,No,Essential,Freelance Client,3000.0,Utilities transaction #1076,review
TXN102272,2024-11-11,Income,Investment,,43940.56,Bank Transfer,Salary Account,No,,Local Store,,Investment transaction #2272,
TXN101080,2024-11-26,Expense,Insurance,Health,112.79,Cash,Cash Wallet,Yes,Essential,Uber,2000.0,Insurance transaction #1080,
TXN101851,2025-08-07,Expense,Utilities,Water,4844.12,UPI,Credit Card A/C,Yes,Essential,Apollo Pharmacy,3000.0,Utilities transaction #1851,
TXN102273,2024-11-18,Expense,Groceries,Groceries,6681.07,Net Banking,Cash Wallet,Yes,Essential,Swiggy,6000.0,Groceries transaction #2273,
TXN100477,2025-04-25,Expense,Entertainment,Movies,₹3956.99,Credit Card,Salary Account,Yes,Discretionary,BESCOM,2500.0,Entertainment transaction #477,
TXN102004,2024-06-19,Expense,food,Dining Out,6887.48,Debit Card,Primary Savings,No,Discretionary,Zomato,,food transaction #2004,
TXN102367,2024-01-26,Expense,Entertainment,Streaming,5538.52,,Credit Card A/C,No,Discretionary,Local Store,2500.0,Entertainment transaction #2367,
TXN102290,2025-06-13,Expense,Insurance,Vehicle,1804.33,Cash,Primary Savings,Yes,Essential,Zomato,2000.0,Insurance transaction #2290,
TXN102161,2025-06-12,Expense,Healthcare,Pharmacy,₹3102.4,Credit Card,Salary Account,Yes,Essential,Uber,3000.0,Healthcare transaction #2161,
TXN101488,2024-04-05,Expense,Shopping,Home Goods,3285.05,UPI,Salary Account,Yes,Discretionary,Landlord,5000.0,Shopping transaction #1488,review
TXN102471,2024-02-18,Expense,Transport,Fuel,2446.55,Debit Card,Cash Wallet,No,Discretionary,Local Store,4000.0,Transport transaction #2471,
TXN100503,2024-04-28,Income,Salary,,68093.66,Bank Transfer,Salary Account,Yes,,Employer,,Salary transaction #503,one-time
TXN100831,,Expense,,,2794.12,,Cash Wallet,No,Discretionary,Employer,,Misc transaction #831,reimbursable
TXN101751,2025-11-13,Income,Gift,,₹80681.41,Bank Transfer,Salary Account,No,,Apollo Pharmacy,,Gift transaction #1751,
TXN100360,2024-09-27,Income,Gift,,79220.99,Bank Transfer,Salary Account,No,,Amazon,,Gift transaction #360,
TXN102394,2025-12-03,Expense,Rent,Housing,5441.72,UPI,Credit Card A/C,Yes,Essential,Amazon,15000.0,Rent transaction #2394,
TXN100341,2025-08-13,Expense,Transport,Public Transit,4176.84,,Primary Savings,No,Discretionary,Freelance Client,4000.0,Transport transaction #341,review
TXN100199,2025-04-29,Expense,Transport,Cab,1197.6,Cash,Primary Savings,No,Discretionary,Local Store,4000.0,Transport transaction #199,
TXN100677,2025-07-29,Expense,Utilities,Water,6166.52,Net Banking,Credit Card A/C,Yes,Essential,,3000.0,Utilities transaction #677,
TXN101174,2024-07-05,Expense,Education,Courses,5460.57,UPI,Salary Account,No,Discretionary,Landlord,4000.0,Education transaction #1174,reimbursable
TXN101236,2024-09-20,Expense,Entertainment,Events,6453.33,Credit Card,Primary Savings,No,Discretionary,Local Store,2500.0,Entertainment transaction #1236,
TXN100098,2025-12-07,Expense,Healthcare,Doctor Visit,6850.83,UPI,Credit Card A/C,No,Essential,Amazon,3000.0,Healthcare transaction #98,
TXN100728,2025-06-13,Expense,Transport,Fuel,4781.64,UPI,Salary Account,Yes,Discretionary,Freelance Client,4000.0,Transport transaction #728,one-time
TXN100280,2025-05-05,Income,Investment,,46811.07,Bank Transfer,Salary Account,No,,Local Store,,Investment transaction #280,reimbursable
TXN101004,2024-05-15,Expense,Utilities,Internet,730.02,Credit Card,Credit Card A/C,No,Essential,Employer,3000.0,Utilities transaction #1004,
TXN101268,2024-08-21,Expense,Groceries,Groceries,7581.28,Credit Card,Cash Wallet,Yes,Essential,Uber,6000.0,Groceries transaction #1268,
TXN101707,2025-02-09,Expense,Insurance,Life,6354.73,Credit Card,Cash Wallet,Yes,Essential,Apollo Pharmacy,2000.0,Insurance transaction #1707,reimbursable
TXN101207,2025-05-26,Income,Investment,,48099.94,Bank Transfer,Salary Account,No,,BESCOM,,Investment transaction #1207,
TXN101102,2025-05-28,Expense,Groceries,Groceries,₹5441.76,Debit Card,Primary Savings,No,Essential,BESCOM,6000.0,Groceries transaction #1102,
TXN100874,2025-02-03,Expense,,,3853.53,UPI,Primary Savings,No,Discretionary,,,Misc transaction #874,
TXN100076,2024-07-27,Expense,Rent,Housing,5601.09,UPI,Primary Savings,Yes,Essential,Freelance Client,15000.0,Rent transaction #76,
TXN101237,2025-02-15,Income,Investment,,34567.06,Bank Transfer,Salary Account,No,,Local Store,,Investment transaction #1237,review
TXN100494,2025-09-16,Expense,Utilities,Electricity,51679.08,,Primary Savings,Yes,Essential,Employer,3000.0,Utilities transaction #494,
TXN101760,2024-08-13,Expense,Food,Snacks,7801.66,Net Banking,Cash Wallet,Yes,Discretionary,Apollo Pharmacy,8000.0,Food transaction #1760,review
TXN102431,2025-01-15,Expense,Entertainment,Events,5574.01,Credit Card,Primary Savings,Yes,Discretionary,Apollo Pharmacy,2500.0,Entertainment transaction #2431,
TXN101701,2025-06-05,Expense,Utilities,Electricity,₹7963.66,Credit Card,Salary Account,No,Essential,Swiggy,3000.0,Utilities transaction #1701,
TXN102222,2025-10-02,Expense,Transport,Cab,7524.48,Debit Card,Cash Wallet,No,Discretionary,Landlord,4000.0,Transport transaction #2222,reimbursable
TXN102284,2024-03-18,Expense,Shopping,Electronics,2339.12,Credit Card,Cash Wallet,Yes,Discretionary,,5000.0,Shopping transaction #2284,
TXN101514,2025-04-13,Expense,,,5577.48,Cash,Primary Savings,No,Discretionary,Swiggy,,Misc transaction #1514,one-time
TXN102227,2025-12-29,Income,Freelance,,47061.82,Bank Transfer,Salary Account,No,,Netflix,,Freelance transaction #2227,
TXN100103,2025-06-09,Expense,Healthcare,Insurance Premium,4940.1,,Credit Card A/C,No,Essential,Freelance Client,3000.0,Healthcare transaction #103,one-time
TXN100781,2025-03-19,Expense,,,6107.34,Cash,Primary Savings,No,Discretionary,Employer,,Misc transaction #781,
TXN101784,2024-05-14,Income,Gift,,40720.36,Bank Transfer,Salary Account,No,,Zomato,,Gift transaction #1784,review
TXN100355,2024-09-30,Expense,Rent,Housing,1214.11,UPI,Credit Card A/C,Yes,Essential,BESCOM,15000.0,Rent transaction #355,one-time
TXN100798,2024-01-18,Expense,Food,Snacks,3582.23,Net Banking,Cash Wallet,No,Discretionary,,8000.0,Food transaction #798,one-time
TXN100622,2024-12-21,Expense,Insurance,Health,2434.28,,Credit Card A/C,Yes,Essential,BESCOM,2000.0,Insurance transaction #622,reimbursable
TXN102030,2025-10-30,Income,Salary,,61693.41,Bank Transfer,Salary Account,Yes,,Employer,,Salary transaction #2030,review
TXN101561,2024-07-04,Income,Gift,,70516.95,Bank Transfer,Salary Account,No,,Apollo Pharmacy,,Gift transaction #1561,review
TXN102056,2024-01-16,Expense,Education,Courses,1958.86,UPI,Cash Wallet,Yes,Discretionary,Freelance Client,4000.0,Education transaction #2056,one-time
TXN100897,2025-08-06,Expense,food,Groceries,3725.11,UPI,Credit Card A/C,No,Discretionary,Apollo Pharmacy,,food transaction #897,one-time
TXN100110,2025-09-28,Expense,Insurance,Vehicle,7436.22,,Credit Card A/C,Yes,Essential,Amazon,2000.0,Insurance transaction #110,
TXN101556,2024-11-24,Income,Salary,,44282.12,Bank Transfer,Salary Account,Yes,,Employer,,Salary transaction #1556,review
TXN101296,2025-04-11,Expense,Groceries,Groceries,₹5637.87,Cash,Primary Savings,Yes,Essential,BESCOM,6000.0,Groceries transaction #1296,
TXN102296,2024-10-13,Expense,Entertainment,Movies,7281.22,Cash,Credit Card A/C,No,Discretionary,Uber,2500.0,Entertainment transaction #2296,one-time
TXN102114,2024-11-19,Expense,Entertainment,Events,₹541.62,Credit Card,Salary Account,No,Discretionary,Netflix,2500.0,Entertainment transaction #2114,
TXN100643,2024-10-24,Expense,Transport,Public Transit,2024.13,Net Banking,Cash Wallet,Yes,Discretionary,Amazon,4000.0,Transport transaction #643,review
TXN100312,2024-10-07,Expense,Healthcare,Insurance Premium,7388.43,,Primary Savings,Yes,Essential,Uber,3000.0,Healthcare transaction #312,one-time
TXN101470,2024-07-18,Expense,Subscriptions,Streaming,4872.22,Net Banking,Salary Account,Yes,Discretionary,Zomato,1500.0,Subscriptions transaction #1470,
TXN102459,2025-03-26,Expense,food,Groceries,1758.4,Net Banking,Credit Card A/C,No,Discretionary,Zomato,,food transaction #2459,
TXN100600,2024-04-08,Expense,Groceries,Groceries,1640.19,,Credit Card A/C,Yes,Essential,Zomato,6000.0,Groceries transaction #600,
TXN100063,2024-10-16,Expense,Transport,Cab,1476.56,UPI,Salary Account,No,Discretionary,Amazon,4000.0,Transport transaction #63,review
TXN100354,2025-11-21,Expense,Education,Books,3407.97,UPI,Primary Savings,Yes,Discretionary,Local Store,4000.0,Education transaction #354,
TXN100816,2024-05-01,Expense,Healthcare,Doctor Visit,7638.72,,Cash Wallet,Yes,Essential,Apollo Pharmacy,3000.0,Healthcare transaction #816,
TXN100082,,Expense,Rent,Housing,6999.81,Cash,Primary Savings,Yes,Essential,Landlord,15000.0,Rent transaction #82,
TXN102282,2024-11-12,Income,Bonus,,60555.7,Bank Transfer,Salary Account,No,,Employer,,Bonus transaction #2282,
TXN101267,2024-01-17,Expense,Rent,Housing,222.36,Cash,Salary Account,Yes,Essential,Netflix,15000.0,Rent transaction #1267,
TXN102453,2025-09-27,Expense,Education,Books,3625.65,Credit Card,Credit Card A/C,Yes,Discretionary,Employer,4000.0,Education transaction #2453,reimbursable
TXN102285,2024-07-19,Expense,Subscriptions,Streaming,5377.14,Cash,Cash Wallet,Yes,Discretionary,Local Store,1500.0,Subscriptions transaction #2285,
TXN100362,2024-11-21,Expense,Rent,Housing,1317.0,Net Banking,Cash Wallet,Yes,Essential,Zomato,15000.0,Rent transaction #362,review
TXN100584,2025-02-07,Expense,Entertainment,Events,7550.05,,Credit Card A/C,No,Discretionary,Swiggy,2500.0,Entertainment transaction #584,one-time
TXN100903,2024-12-23,Expense,Healthcare,Doctor Visit,6281.67,,Cash Wallet,No,Essential,,3000.0,Healthcare transaction #903,reimbursable
TXN101515,2025-02-03,Expense,Education,Tuition,7474.54,Cash,Credit Card A/C,No,Discretionary,Zomato,4000.0,Education transaction #1515,review
TXN101817,2024-06-16,Expense,,,1990.32,Credit Card,Salary Account,Yes,Discretionary,Landlord,,Misc transaction #1817,
TXN100952,2025-06-21,Expense,,,796.59,Debit Card,Credit Card A/C,No,Discretionary,Apollo Pharmacy,,Misc transaction #952,
TXN101849,2024-02-26,Expense,Food,Snacks,424.95,Debit Card,Primary Savings,No,Discretionary,Apollo Pharmacy,8000.0,Food transaction #1849,
TXN102319,2024-07-22,Expense,food,Dining Out,5769.37,UPI,Credit Card A/C,Yes,Discretionary,Uber,,food transaction #2319,reimbursable
TXN101987,2024-05-10,Expense,Rent,Housing,6896.37,Credit Card,Primary Savings,Yes,Essential,Local Store,15000.0,Rent transaction #1987,
TXN100054,2024-04-27,Expense,Rent,Housing,254.14,Debit Card,Cash Wallet,Yes,Essential,Local Store,15000.0,Rent transaction #54,reimbursable
TXN102468,2024-05-30,Expense,Subscriptions,SaaS Tools,4217.24,Cash,Primary Savings,Yes,Discretionary,BESCOM,1500.0,Subscriptions transaction #2468,
TXN101815,2025-02-09,Expense,food,Groceries,418.99,Credit Card,Credit Card A/C,Yes,Discretionary,Landlord,,food transaction #1815,
TXN102374,2025-06-28,Expense,Healthcare,Pharmacy,115.11,Cash,Salary Account,No,Essential,Swiggy,3000.0,Healthcare transaction #2374,
TXN101143,2025-07-04,Expense,Utilities,Electricity,7052.76,UPI,Credit Card A/C,No,Essential,Swiggy,3000.0,Utilities transaction #1143,reimbursable
TXN101606,2024-10-23,Expense,,,₹3246.41,UPI,Cash Wallet,No,Discretionary,,,Misc transaction #1606,review
TXN101383,2024-07-15,Expense,Food,Groceries,6438.84,Cash,Salary Account,No,Discretionary,Apollo Pharmacy,8000.0,Food transaction #1383,review
TXN101356,2025-04-22,Expense,Education,Books,4640.9,,Cash Wallet,No,Discretionary,Landlord,4000.0,Education transaction #1356,one-time
TXN101694,2024-06-20,Expense,Transport,Fuel,6442.65,Credit Card,Primary Savings,Yes,Discretionary,Apollo Pharmacy,4000.0,Transport transaction #1694,
TXN102032,2024-03-20,Expense,Shopping,Clothing,6779.12,,Cash Wallet,Yes,Discretionary,Netflix,5000.0,Shopping transaction #2032,reimbursable
TXN101536,2024-08-30,Income,Salary,,75951.85,Bank Transfer,Salary Account,Yes,,Employer,,Salary transaction #1536,
TXN100129,2024-08-07,Expense,,,1851.02,Credit Card,Salary Account,Yes,Discretionary,Netflix,,Misc transaction #129,reimbursable
TXN100679,2024-04-14,Expense,Food,Snacks,5057.91,Credit Card,Credit Card A/C,Yes,Discretionary,,8000.0,Food transaction #679,reimbursable
TXN102036,2025-10-27,Expense,Education,Books,7811.53,Debit Card,Cash Wallet,No,Discretionary,Amazon,4000.0,Education transaction #2036,review
TXN100216,2025-05-17,Expense,Education,Books,5453.57,,Cash Wallet,Yes,Discretionary,Employer,4000.0,Education transaction #216,
TXN101342,2025-01-30,Expense,Transport,Fuel,3297.85,Cash,Cash Wallet,Yes,Discretionary,,4000.0,Transport transaction #1342,one-time
TXN102217,2024-04-04,Expense,Rent,Housing,3264.06,Debit Card,Primary Savings,Yes,Essential,Netflix,15000.0,Rent transaction #2217,
TXN102043,2024-07-29,Expense,Food,Groceries,1344.73,,Primary Savings,No,Discretionary,BESCOM,8000.0,Food transaction #2043,
TXN101208,2024-12-13,Expense,food,Snacks,7040.45,UPI,Primary Savings,No,Discretionary,Zomato,,food transaction #1208,reimbursable
TXN101571,2025-10-08,Expense,Transport,Public Transit,2319.37,Credit Card,Primary Savings,Yes,Discretionary,Amazon,4000.0,Transport transaction #1571,one-time
TXN102364,,Expense,Entertainment,Movies,1338.3,Credit Card,Cash Wallet,Yes,Discretionary,Zomato,2500.0,Entertainment transaction #2364,
TXN100829,2024-10-07,Income,Bonus,,88563.96,Bank Transfer,Salary Account,No,,BESCOM,,Bonus transaction #829,
